,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Belarus,Brazil,Canada,Switzerland,Chile,Colombia,Cyprus,Czech Republic,Germany,Denmark,Dominican Republic,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Greece,High Income Countries,"Hong Kong SAR, China",Croatia,Hungary,Ireland,Iceland,Israel,Italy,Japan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,EMDE Middle East & N. Africa,Netherlands,Norway,New Zealand,Pakistan,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Uruguay,United States,"Venezuela, RB",Viet Nam,World (WBG members),South Africa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994M12,7.57379,NA,8.906308,6.418939,9.670425,12.51,NA,NA,NA,9.6,4.421532,NA,NA,NA,4.3,7.011964,NA,NA,NA,9.488663,NA,NA,NA,21.6,7.7,15.74885,10.01481,8.9,NA,7.809786,1.963106,NA,NA,13.2,NA,NA,NA,2.874117,NA,NA,NA,13.1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,7.379837,4.84,NA,9.4,15.9,7.778994,10.8,7.623543,5.755012,NA,1.8,NA,14.71,13.9,10.47421,NA,NA,NA,1.6,NA,5.5,NA,NA,NA,NA
1995M01,7.599318,NA,8.819967,6.500057,9.643244,12.37,NA,NA,NA,9.6,4.332081,NA,NA,NA,4.2,6.980894,NA,NA,NA,9.51061,NA,NA,NA,21.4,9.7,16.37678,9.885185,8.9,NA,7.833981,2.177525,NA,NA,12.9,NA,NA,NA,2.954072,NA,NA,NA,12.3,4.8,2.497398,NA,NA,NA,NA,NA,NA,NA,NA,6.3,6.949573,5.37,NA,9.6,15.8,7.781222,10.5,7.729294,6.13768,NA,1.7,NA,14.48,13.9,10.52972,NA,NA,NA,1.6,NA,5.6,NA,NA,NA,NA
1995M02,7.502945,NA,8.838414,6.396073,9.637258,12.12,NA,NA,NA,9.6,4.301528,NA,NA,NA,4.2,6.923936,NA,NA,NA,9.465947,NA,NA,NA,21.2,9.7,15.8272,9.796296,8.9,NA,7.750742,2.435234,NA,NA,12.7,NA,NA,NA,3.03013,NA,NA,NA,12.3,4.8,2.52925,NA,NA,NA,NA,NA,NA,NA,NA,6.3,6.744122,5.37,NA,9.6,15.6,7.833783,10.4,7.742367,6.13768,NA,1.7,NA,14.36,13.9,10.29398,NA,NA,NA,1.7,NA,5.4,NA,NA,NA,NA
1995M03,7.473764,NA,8.617525,6.409441,9.616655,11.76,NA,NA,NA,9.7,4.270732,NA,NA,NA,4.2,6.966218,NA,NA,NA,9.331122,NA,NA,NA,20.9,9.7,15.0687,9.718519,8.8,NA,7.699808,2.587379,NA,NA,12.5,NA,NA,NA,3.048459,NA,NA,NA,12.3,5,2.593925,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6.57372,5.37,NA,9.6,15.3,7.879158,10.2,7.668738,6.13768,NA,1.7,NA,14.2,13.9,10.56545,NA,NA,NA,1.6,NA,5.4,NA,NA,NA,NA
1995M04,7.596177,NA,8.33924,6.382009,9.60666,11.54,NA,NA,NA,9.5,4.247923,NA,NA,NA,4.1,6.969108,NA,NA,NA,9.436052,NA,NA,NA,20.6,9.8,15.33241,9.651852,8.8,NA,7.815762,2.692413,NA,NA,12.3,NA,NA,NA,3.122074,NA,NA,NA,12.3,5.4,2.518402,NA,NA,NA,NA,NA,NA,NA,NA,6,6.51324,5.37,NA,9.7,15.2,7.996253,10.2,7.859364,6.13768,NA,1.9,NA,14.01,13.9,10.20574,NA,NA,NA,1.7,NA,5.8,NA,NA,NA,NA
1995M05,7.486888,NA,8.506052,6.485034,9.602147,11.28,NA,NA,NA,9.5,4.224613,NA,NA,NA,4.1,6.966915,NA,NA,NA,9.50345,NA,NA,NA,20.5,9.8,14.84638,9.596296,8.7,NA,7.746406,2.631171,NA,NA,12.2,NA,NA,NA,3.024936,NA,NA,NA,12.3,5.8,2.542118,NA,NA,NA,NA,NA,NA,NA,NA,5.9,6.405749,5.37,NA,9.7,15.1,8.011793,10.2,7.997025,6.13768,NA,1.9,NA,13.86,13.9,10.12048,NA,NA,NA,1.7,NA,5.6,NA,NA,NA,NA
1995M06,7.516507,NA,8.385748,6.535064,9.57861,11.29,NA,NA,NA,9.5,4.186702,NA,NA,NA,4.2,7.060134,NA,NA,NA,9.65102,NA,NA,NA,20.6,9.8,15.17064,9.551852,8.7,NA,7.800379,2.950959,NA,NA,12.2,NA,NA,NA,3.100474,NA,NA,NA,12.3,6.3,2.645916,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6.323972,5.37,NA,9.7,15.3,7.984378,10.1,8.173175,6.13768,NA,1.9,NA,13.64,13.9,10.52981,NA,NA,NA,1.8,NA,5.6,NA,NA,NA,NA
1995M07,7.561128,NA,8.339171,6.592509,9.665396,11.22,NA,NA,NA,9.6,4.196367,NA,NA,NA,4.1,7.079277,NA,NA,NA,9.765765,NA,NA,NA,20.7,9.8,16.96555,9.503704,8.6,NA,7.858871,3.219441,NA,NA,12.1,NA,NA,NA,3.132625,NA,NA,NA,12.3,6.4,2.559503,NA,NA,NA,NA,NA,NA,NA,NA,5.7,6.229171,5.37,NA,9.4,15.2,7.739207,10.1,8.370852,6.13768,NA,1.6,NA,13.48,14,10.08207,NA,NA,NA,1.8,NA,5.7,NA,NA,NA,NA
1995M08,7.566725,NA,8.255318,6.634737,9.604806,11.15,NA,NA,NA,9.5,4.23293,NA,NA,NA,4,7.126812,NA,NA,NA,9.923719,NA,NA,NA,20.8,9.8,16.27045,9.492593,8.6,NA,7.89666,3.483956,NA,NA,12.1,NA,NA,NA,3.194741,NA,NA,NA,12.3,6.6,2.496607,NA,NA,NA,NA,NA,NA,NA,NA,5.6,6.222481,5.37,NA,9.4,15.2,7.704794,10.1,8.605372,6.13768,NA,1.6,NA,13.43,14.1,9.822175,NA,NA,NA,1.8,NA,5.7,NA,NA,NA,NA
1995M09,7.536316,NA,8.418549,6.601833,9.748497,11.07,NA,NA,NA,9.2,4.172178,NA,NA,NA,3.9,7.147415,NA,NA,NA,9.916467,NA,NA,NA,20.9,9.8,15.83129,9.503704,8.6,NA,7.871845,3.631753,NA,NA,12.1,NA,NA,NA,3.191391,NA,NA,NA,12.3,6.8,2.584481,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.243244,5.37,NA,9.4,15.2,7.713401,9.8,8.639097,6.13768,NA,1.6,NA,13.41,14.2,10.65751,NA,NA,NA,1.9,NA,5.6,NA,NA,NA,NA
1995M10,7.511399,NA,8.512646,6.678776,9.765764,11.02,NA,NA,NA,9.3,4.201176,NA,NA,NA,3.9,7.243641,NA,NA,NA,10.01898,NA,NA,NA,20.7,9.7,15.90953,9.537037,8.6,NA,7.874517,3.567964,NA,NA,12.1,NA,NA,NA,3.192699,NA,NA,NA,12.3,7,2.574638,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.350391,5.37,NA,9.4,15,7.845262,9.5,8.884716,6.13768,NA,1.7,NA,13.22,14.2,10.8593,NA,NA,NA,1.9,NA,5.5,NA,NA,NA,NA
1995M11,7.559353,NA,8.457783,6.883394,9.825258,10.94,NA,NA,NA,9.2,4.220045,NA,NA,NA,3.7,7.294958,NA,NA,NA,9.989991,NA,NA,NA,20.7,9.7,16.04698,9.592593,8.3,NA,7.905074,3.5428,NA,NA,12.1,NA,NA,NA,3.410119,NA,NA,NA,12.3,7.2,2.578652,NA,NA,NA,NA,NA,NA,NA,NA,5.3,6.402559,5.37,NA,9.4,15,7.852189,9.2,8.886642,6.13768,NA,1.7,NA,13.09,14.3,10.53635,NA,NA,NA,2.1,NA,5.6,NA,NA,NA,NA
1995M12,7.578501,NA,8.162284,6.97828,9.787732,10.87,NA,NA,NA,9.4,4.208424,NA,NA,NA,3.7,7.344627,NA,NA,NA,9.989258,NA,NA,NA,20.5,9.7,16.2609,9.67037,8.4,NA,7.919574,3.55891,NA,NA,12.1,NA,NA,NA,3.441161,NA,NA,NA,12.3,7.3,2.591755,NA,NA,NA,NA,NA,NA,NA,NA,5.4,6.435261,5.37,NA,9.4,14.8,7.867212,9.4,8.91478,6.13768,NA,1.7,NA,12.99,14.3,10.93109,NA,NA,NA,2.1,NA,5.6,NA,NA,NA,NA
1996M01,7.592473,NA,8.449896,6.887883,9.878633,10.83,NA,NA,NA,9.4,4.234119,NA,NA,NA,3.8,7.471012,NA,NA,NA,10.0287,NA,NA,NA,20.4,9.6,15.87388,9.814815,8.3,NA,7.938636,3.3607,NA,NA,12.1,NA,NA,NA,3.477661,NA,NA,NA,11.3,7.5,2.577924,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.391645,5.37,NA,9.1,15,7.882881,9.4,8.921684,6.026903,NA,1.8,NA,12.98,14.2,10.37981,NA,NA,NA,2.2,NA,5.6,NA,NA,NA,NA
1996M02,7.528689,NA,8.281272,7.164598,9.848724,10.67,NA,NA,NA,9.5,4.295335,NA,NA,NA,3.5,7.544124,NA,NA,NA,9.973485,NA,NA,NA,20.3,9.6,15.3901,9.903704,8.2,NA,7.878102,3.210318,NA,NA,12,NA,NA,NA,3.331975,NA,NA,NA,11.3,7.5,2.621864,NA,NA,NA,NA,NA,NA,NA,NA,5.3,6.378932,5.37,NA,9.1,15.1,7.923991,9.2,8.849269,6.026903,NA,1.8,NA,12.94,14.1,10.44353,NA,NA,NA,2.1,NA,5.5,NA,NA,NA,NA
1996M03,7.553139,NA,8.414557,7.395967,9.818835,10.57,NA,NA,NA,9.6,4.372071,NA,NA,NA,3.6,7.709215,NA,NA,NA,9.912006,NA,NA,NA,20.3,9.6,14.61215,9.981481,8.3,NA,7.883776,3.052372,NA,NA,11.9,NA,8.2,NA,3.257244,NA,NA,NA,11.3,7.6,2.700032,NA,NA,NA,NA,NA,NA,NA,NA,5.3,6.334288,5.37,NA,9.1,15.1,7.980413,9.1,8.77767,6.026903,NA,1.8,NA,12.88,14,10.47786,NA,NA,NA,2.3,11.5,5.5,NA,NA,NA,NA
1996M04,7.581507,NA,8.727549,7.161459,9.789276,10.52,NA,NA,NA,9.3,4.446773,NA,NA,NA,4,7.524967,NA,NA,NA,9.963968,NA,NA,NA,20.1,9.7,14.02801,10.04815,8.3,NA,7.916746,3.014208,NA,NA,11.9,NA,NA,NA,3.386925,NA,NA,NA,11.3,7.6,2.717228,NA,NA,NA,NA,NA,NA,NA,NA,5.3,6.186397,5.37,NA,8.7,15,8.186707,8.4,8.976868,6.026903,NA,1.8,NA,12.58,14,10.66169,NA,NA,NA,2.4,11.7,5.6,NA,NA,NA,NA
1996M05,7.571342,NA,8.468259,7.030224,9.676167,10.4,NA,NA,NA,9.2,4.522557,NA,NA,NA,3.8,7.554917,NA,NA,NA,9.99591,NA,NA,NA,20.1,9.7,14.59576,10.1037,8.3,NA,7.915743,2.953368,NA,NA,11.8,NA,NA,NA,3.388882,NA,NA,NA,11.3,7.4,2.761596,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.162878,5.37,NA,8.7,14.9,8.225846,8,9.109747,6.026903,NA,1.8,NA,12.47,14,10.50939,NA,NA,NA,2.6,11.7,5.6,NA,NA,NA,NA
1996M06,7.494398,NA,8.300961,7.00295,9.560571,10.53,NA,NA,NA,9.8,4.605195,NA,NA,NA,3.9,7.672869,NA,NA,NA,9.9914,NA,NA,NA,20.2,9.7,15.30568,10.14815,8.2,NA,7.858237,2.944991,NA,NA,11.8,NA,8,NA,3.378172,NA,NA,NA,11.3,7.4,2.760135,NA,NA,NA,NA,NA,NA,NA,NA,5,6.202035,5.37,NA,8.7,14.4,8.2088,7.7,9.269146,6.026903,NA,1.8,NA,12.39,13.7,10.63938,NA,NA,NA,2.6,12.4,5.3,NA,NA,NA,NA
1996M07,7.546406,NA,8.483676,6.952094,9.45116,10.78,NA,NA,NA,9.7,4.677342,NA,NA,NA,3.9,7.679803,NA,NA,NA,9.919507,NA,NA,NA,20.1,10.1,15.02851,10.18148,8.1,NA,7.882321,2.781525,NA,NA,11.7,NA,NA,NA,3.32179,NA,NA,NA,11.3,7.3,2.763804,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.410479,5.37,NA,8.1,14.1,7.987442,7.4,9.27135,6.026903,NA,1.5,NA,12.44,13.4,10.67772,NA,NA,NA,2.7,12.3,5.5,NA,NA,NA,NA
1996M08,7.378375,NA,8.624386,7.000492,9.40421,10.95,NA,NA,NA,9.4,4.771473,NA,NA,NA,3.9,7.74986,NA,NA,NA,9.972697,NA,NA,NA,19.8,10.1,15.51906,10.2037,8.1,NA,7.764912,2.687568,NA,NA,11.7,NA,NA,NA,3.296868,NA,NA,NA,11.3,7.1,2.817044,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.453176,5.37,NA,8.1,13.9,7.914533,7.2,9.420606,6.026903,NA,1.5,NA,12.43,13.8,11.02227,NA,NA,NA,2.8,12.1,5.1,NA,NA,NA,NA
1996M09,7.441527,NA,8.601742,6.958685,9.37657,11.18,NA,NA,NA,9.9,4.864488,NA,NA,NA,3.9,7.869443,NA,NA,NA,10.006,NA,NA,NA,19.7,10.1,15.285,10.21481,8.1,NA,7.819176,2.545704,NA,NA,11.5,NA,8.2,NA,3.298394,NA,NA,NA,11.3,6.9,2.890286,NA,NA,NA,NA,NA,NA,NA,NA,5,6.430064,5.37,NA,8.1,13.7,7.855387,7,9.537841,6.026903,NA,1.5,NA,12.46,13.8,11.25684,NA,NA,NA,2.8,11.8,5.2,NA,NA,NA,NA
1996M10,7.446819,NA,8.73604,7.006022,9.283734,11.75,NA,NA,NA,9.9,5.016009,NA,NA,NA,4,7.976274,NA,NA,NA,10.02165,NA,NA,NA,19.5,10.4,14.94126,10.18519,8,NA,7.826166,2.51273,NA,NA,11.3,NA,NA,NA,3.398608,NA,NA,NA,11.3,6.7,2.966025,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.188385,5.37,NA,8.3,13.6,7.81248,6.9,9.572826,6.026903,NA,1.5,NA,12.5,13.9,10.96931,NA,NA,NA,3,11.7,5.2,NA,NA,NA,NA
1996M11,7.493772,NA,8.49213,6.998779,9.246284,12.18,NA,NA,NA,9.9,5.082147,NA,NA,NA,4.1,8.05299,NA,NA,NA,10.07099,NA,NA,NA,19.3,10.4,15.05616,10.1963,7.8,NA,7.87296,2.598555,NA,NA,11.1,NA,NA,NA,3.312941,NA,NA,NA,11.3,6.5,3.069956,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.210899,5.37,NA,8.3,13.6,7.756179,6.5,9.677968,6.026903,NA,1.5,NA,12.53,14,11.62352,NA,NA,NA,2.9,11.9,5.4,NA,NA,NA,NA
1996M12,7.484593,NA,8.616629,6.847062,9.198739,12.38,NA,NA,NA,9.7,5.100642,NA,NA,NA,4.2,8.131906,NA,NA,NA,10.15789,NA,NA,NA,19.1,10.4,14.2069,10.21852,7.7,NA,7.884328,2.611949,NA,NA,11,NA,8.9,NA,3.360613,NA,NA,NA,11.3,6.1,3.174102,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.304545,5.37,NA,8.3,13.2,7.720067,6.5,9.900891,6.026903,NA,1.5,NA,12.66,14.1,12.12665,NA,NA,NA,2.8,11.9,5.4,NA,NA,NA,NA
1997M01,7.414276,NA,8.527636,7.055402,9.109,12.68,NA,NA,NA,9.5,5.241145,NA,NA,NA,4.2,8.358944,NA,NA,NA,10.14894,NA,NA,NA,18.8,9.3,13.92769,10.28148,7.5,NA,7.828711,2.487503,NA,NA,10.8,NA,NA,NA,3.303625,NA,NA,NA,10.5,5.8,3.096752,NA,NA,NA,NA,NA,NA,NA,NA,4.8,6.541491,6.12,NA,8.5,12.7,7.772242,6.5,10.00507,6.6052,NA,1.4,NA,12.9,14.2,11.44414,NA,NA,NA,2.9,12,5.3,NA,NA,NA,NA
1997M02,7.380805,NA,8.724771,6.969773,9.169045,12.94,NA,NA,NA,9.5,5.285236,NA,NA,NA,4.1,8.345202,NA,NA,NA,10.22387,NA,NA,NA,18.7,9.3,13.78074,10.3037,7.3,NA,7.818751,2.35126,NA,NA,10.6,NA,NA,NA,3.442903,NA,NA,NA,10.5,5.6,3.079135,NA,NA,NA,NA,NA,NA,NA,NA,4.3,6.6638,6.12,NA,8.5,12.5,7.736358,6.6,10.14131,6.6052,NA,1.4,NA,12.95,14.3,12.04384,NA,NA,NA,2.9,11.9,5.2,NA,NA,NA,NA
1997M03,7.326492,NA,8.583997,7.014875,9.123447,13.72,NA,NA,NA,9.3,5.322135,NA,NA,NA,4.2,8.359491,NA,NA,NA,10.30261,NA,NA,NA,18.6,9.3,13.66006,10.31481,7.2,NA,7.793719,2.259414,NA,NA,10.5,NA,9.1,NA,3.269262,NA,NA,NA,10.5,5.5,3.008038,NA,NA,NA,NA,NA,NA,NA,NA,4.2,6.734453,6.12,NA,8.5,12.2,7.670302,6.7,10.28416,6.6052,NA,1.4,NA,12.97,14.3,11.80709,NA,NA,NA,2.9,11.8,5.2,NA,NA,NA,NA
1997M04,7.304227,NA,8.611956,7.067385,9.043961,14.71,NA,NA,NA,9.4,5.360565,NA,NA,NA,4.5,8.458278,NA,NA,NA,10.53489,NA,NA,NA,18.6,9.6,13.59739,10.3,7.2,NA,7.82455,2.242022,NA,NA,10.4,NA,NA,NA,3.259841,NA,NA,NA,10.5,5.5,3.116923,NA,NA,NA,NA,NA,NA,NA,NA,4.3,6.713123,6.12,NA,8.3,12,7.531126,6.9,10.60157,6.6052,NA,1.4,NA,13.04,14.3,11.74374,NA,NA,NA,2.9,11.6,5.1,NA,NA,NA,NA
1997M05,7.251394,NA,8.512858,7.142691,9.133663,14.78,NA,NA,NA,9.4,5.380797,NA,NA,NA,4.6,8.535123,NA,NA,NA,10.66044,NA,NA,NA,18.7,9.6,13.21747,10.3,7.2,NA,7.809655,2.189008,NA,NA,10.2,NA,NA,NA,3.368525,NA,NA,NA,10.5,5.7,3.096229,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.749784,6.12,NA,8.3,11.8,7.476314,6.9,10.83463,6.6052,NA,1.4,NA,12.85,14.4,11.47366,NA,NA,NA,2.7,11.2,4.9,NA,NA,NA,NA
1997M06,7.287091,NA,8.413894,7.116871,9.243078,14.71,NA,NA,NA,9.1,5.387123,NA,NA,NA,4.7,8.597385,NA,NA,NA,10.7787,NA,NA,NA,18.8,9.6,13.45733,10.3,7.3,NA,7.863628,2.128834,NA,NA,10,NA,9.3,NA,3.345495,NA,NA,NA,10.5,5.8,3.099548,NA,NA,NA,NA,NA,NA,NA,NA,4.4,6.816446,6.12,NA,8.3,11.7,7.464164,7.4,10.97005,6.6052,NA,1.4,NA,12.48,14.5,11.19942,NA,NA,NA,2.7,11.8,5,NA,NA,NA,NA
1997M07,7.238494,NA,8.535991,7.183099,9.229007,14.69,NA,NA,NA,8.9,5.331335,NA,NA,NA,4.9,8.662479,NA,NA,NA,10.88273,NA,NA,NA,18.6,9.9,12.65063,10.32963,7.1,NA,7.848345,2.158688,NA,NA,9.8,NA,NA,NA,3.412398,NA,NA,NA,10.5,5.8,3.059005,NA,NA,NA,NA,NA,NA,NA,NA,4.3,6.89966,6.12,NA,9.4,11.4,7.554485,7.6,11.17541,6.6052,NA,1.4,NA,12.67,14.6,10.98093,NA,NA,NA,2.7,11.8,4.9,NA,NA,NA,NA
1997M08,7.145963,NA,8.406202,7.136262,9.301315,14.6,NA,NA,NA,8.9,5.291244,NA,NA,NA,4.9,8.670385,NA,NA,NA,10.83517,NA,NA,NA,18.3,9.9,12.46914,10.30741,6.8,NA,7.768128,2.111797,NA,NA,9.6,NA,NA,NA,3.399334,NA,NA,NA,10.5,6,3.016792,NA,NA,NA,NA,NA,NA,NA,NA,4,6.949715,6.12,NA,9.4,11.2,7.51673,7.8,11.13601,6.6052,NA,1.4,NA,12.92,14.6,10.52377,NA,NA,NA,2.6,11.9,4.8,NA,NA,NA,NA
1997M09,7.176081,NA,8.093196,7.181755,9.396394,14.35,NA,NA,NA,8.8,5.200102,NA,NA,NA,5,8.686168,NA,NA,NA,10.8569,NA,NA,NA,18.3,9.9,12.46152,10.26296,6.7,NA,7.795358,2.155297,NA,NA,9.4,NA,10,NA,3.506629,NA,NA,NA,10.5,6.1,2.978459,NA,NA,NA,NA,NA,NA,NA,NA,3.9,6.962719,6.12,NA,9.4,10.9,7.431054,8,11.23216,6.6052,NA,1.4,NA,13.37,14.5,10.09328,NA,NA,NA,2.6,11.8,4.9,NA,NA,NA,NA
1997M10,7.068938,NA,8.021585,7.240503,9.280537,14.05,NA,NA,NA,8.9,5.016889,NA,NA,NA,5.2,8.711942,NA,NA,NA,10.85501,NA,NA,NA,18,9.8,12.37911,10.16667,6.6,NA,7.712258,2.225265,NA,NA,9.2,NA,NA,NA,3.511011,NA,NA,NA,10.5,6.2,2.960901,NA,NA,NA,NA,NA,NA,NA,NA,3.7,6.898896,6.12,NA,8.7,10.7,7.279267,8.3,11.25634,6.6052,NA,1.5,NA,13.53,14.4,10.03449,NA,NA,NA,2.5,11.5,4.7,NA,NA,NA,NA
1997M11,6.99513,NA,7.991625,7.089522,9.239946,13.71,NA,NA,NA,8.9,4.869263,NA,NA,NA,5.4,8.698259,NA,NA,NA,10.79816,NA,NA,NA,17.8,9.8,12.31868,10.1,6.5,NA,7.641949,2.235664,NA,NA,9,NA,NA,NA,3.533097,NA,NA,NA,10.5,6.3,2.901177,NA,NA,NA,NA,NA,NA,NA,NA,3.7,6.975841,6.12,NA,8.7,10.6,7.101968,8.6,11.17567,6.6052,NA,1.5,NA,12.98,14.4,9.646244,NA,NA,NA,2.6,10.8,4.6,NA,NA,NA,NA
1997M12,6.97897,NA,7.940898,7.041256,9.278068,13.61,NA,NA,NA,8.5,4.73783,NA,NA,NA,5.7,8.691439,NA,NA,NA,10.7164,NA,NA,NA,17.6,9.8,12.46133,10.03333,6.4,NA,7.611757,2.309142,NA,NA,8.8,NA,9.7,NA,3.485335,NA,NA,NA,10.5,6.6,2.894752,NA,NA,NA,NA,NA,NA,NA,NA,3.6,7.092568,6.12,NA,8.7,10.4,6.890251,8.8,11.08671,6.6052,NA,1.5,NA,12.31,14.5,9.600974,NA,NA,NA,2.7,10.6,4.7,NA,NA,NA,NA
1998M01,6.930853,NA,7.867465,7.000297,9.428623,13.5,NA,NA,NA,8.8,4.613498,NA,NA,NA,5.7,8.562337,NA,NA,NA,10.6639,NA,NA,NA,17.1,9.7,11.97956,9.951852,6.4,NA,7.563188,2.358731,NA,NA,8.6,NA,NA,NA,3.627965,NA,NA,NA,9.2,6.8,2.914473,NA,NA,NA,NA,NA,NA,NA,NA,3.6,7.244732,5.89,NA,9.3,10.2,6.617426,8.7,11.08149,6.256669,NA,1.7,NA,12.73,14.6,9.491886,NA,NA,NA,2.6,10.4,4.6,NA,NA,NA,NA
1998M02,6.884444,NA,7.711441,7.074346,9.380409,13.47,NA,NA,NA,8.6,4.48283,NA,NA,NA,5.7,8.52354,NA,NA,NA,10.71954,NA,NA,NA,16.7,9.7,12.07208,9.896296,6.4,NA,7.539639,2.85985,NA,NA,8.3,NA,NA,NA,3.644284,NA,NA,NA,9.2,6.7,2.905221,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.41606,5.89,NA,9.3,10,6.370004,8.7,11.21712,6.256669,NA,1.7,NA,12.88,14.6,9.079838,NA,NA,NA,2.6,10.4,4.6,NA,NA,NA,NA
1998M03,6.932509,NA,7.818257,7.18357,9.451058,12.86,NA,NA,NA,8.4,4.346939,NA,NA,NA,5.9,8.447913,NA,NA,NA,10.87189,NA,NA,NA,16.7,9.7,12.36925,9.851852,6.3,NA,7.607571,3.37831,NA,NA,8.1,NA,10.8,NA,3.834603,NA,NA,NA,9.2,6.8,2.830179,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.55854,5.89,NA,9.3,9.9,6.100793,8.8,11.48266,6.256669,NA,1.7,NA,12.95,14.6,8.932055,NA,NA,NA,2.4,10.1,4.7,NA,NA,NA,NA
1998M04,6.796612,NA,7.581334,7.184832,9.42946,12.39,NA,NA,NA,8.3,4.186298,NA,NA,NA,5.9,8.368587,NA,NA,NA,11.00189,NA,NA,NA,16.6,9.7,11.91325,9.833333,6.3,NA,7.531859,3.62274,NA,NA,7.9,NA,NA,NA,4.094726,NA,NA,NA,9.2,6.5,2.82001,NA,NA,NA,NA,NA,NA,NA,NA,3.7,7.774468,5.89,NA,10.6,9.8,5.691488,8.9,11.70867,6.256669,NA,1.9,NA,13.22,14.4,9.205669,NA,NA,NA,2.5,10.2,4.3,NA,NA,NA,NA
1998M05,6.831125,NA,7.659585,7.262582,9.446069,12.01,NA,NA,NA,8.3,4.017669,NA,NA,NA,6,8.259638,NA,NA,NA,10.90201,NA,NA,NA,16.6,9.7,12.42135,9.8,6.3,NA,7.536372,3.913631,NA,NA,7.8,NA,NA,NA,4.124777,NA,NA,NA,9.2,6.3,2.783769,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.843938,5.89,NA,10.6,9.8,5.480976,9,11.56757,6.256669,NA,1.9,NA,13.36,14.6,9.158351,NA,NA,NA,2.6,10,4.4,NA,NA,NA,NA
1998M06,6.869069,NA,7.893393,7.36226,9.47249,11.88,NA,NA,NA,8.4,3.843987,NA,NA,NA,6.3,8.101371,NA,NA,NA,10.90894,NA,NA,NA,16.8,9.7,11.97429,9.766667,6.3,NA,7.565517,4.350846,NA,NA,7.6,NA,11.6,NA,4.119345,NA,NA,NA,9.2,6,2.772111,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.873484,5.89,NA,10.6,9.8,5.377336,9,11.58405,6.256669,NA,1.9,NA,13.53,14.5,8.603978,NA,NA,NA,2.7,9.6,4.5,NA,NA,NA,NA
1998M07,6.838556,NA,7.953163,7.327446,9.302642,11.56,NA,NA,NA,8.3,3.710894,NA,NA,NA,6.6,7.976179,NA,NA,NA,10.98284,NA,NA,NA,16.6,9.8,11.97959,9.703704,6.3,NA,7.557937,4.70218,NA,NA,7.5,NA,NA,NA,4.01868,NA,NA,NA,9.2,6,2.807278,NA,NA,NA,NA,NA,NA,NA,NA,3.3,7.639412,5.89,NA,9.7,9.8,5.478511,9.2,11.6808,6.256669,NA,3.3,NA,13.86,14.4,9.643116,NA,NA,NA,2.7,9.9,4.5,NA,NA,NA,NA
1998M08,6.834737,NA,7.606643,7.270149,9.40811,11.48,NA,NA,NA,8.1,3.594223,NA,NA,NA,6.6,7.956744,NA,NA,NA,11.12359,NA,NA,NA,16.4,9.8,11.63242,9.692593,6.2,NA,7.584804,5.007544,NA,NA,7.3,NA,NA,NA,4.316429,NA,NA,NA,9.2,6,2.780212,NA,NA,NA,NA,NA,NA,NA,NA,3.2,7.642672,5.89,NA,9.7,9.8,5.467586,9.4,11.86368,6.256669,NA,3.3,NA,13.94,14.4,9.024726,NA,NA,NA,2.8,9.9,4.5,NA,NA,NA,NA
